Algoritmo,Mínimo,Máximo,Média,Desvio-padrão

ILS,0.653442070411069,12.171276912156213,5.906418672253318,3.2378353766112626

Hill Climbing,0.0426611922997818,51.99941960311789,24.43161618488367,14.670079648000728

