Algoritmo,Mínimo,Máximo,Média,Desvio-padrão
ILS,0.175302795362884,19.1400649821262,6.080278261094678,5.299212047772897
Hill Climbing,0.02025797173309553,34.59001480224546,13.061026659404607,11.111980861858246
